"170","10","","Justin Jackson","LAC","RB54","10","81","283","168.6","29.6","163.0","-7.0"
"171","10","","Harrison Butker","KC","K2","10","82","183","171.8","10.6","161.0","-10.0"
"172","10","","Ian Thomas","CAR","TE22","13","133","273","176.4","30.6","189.0","+17.0"
"173","10","","Chicago (CHI)","","DST6","11","77","230","170.4","17.9","150.0","-23.0"
"174","10","","A.J. Dillon","GB","RB55","5","85","371","178.8","49.2","176.0","+2.0"
"175","10","","Allen Lazard","GB","WR64","5","99","325","178.8","37.8","182.0","+7.0"
"176","10","","Wil Lutz","NO","K3","6","94","204","182.5","10.4","173.0","-3.0"
"177","10","","New Orleans (NO)","","DST7","6","111","230","182.6","20.6","207.0","+30.0"
"178","10","","Sam Darnold","NYJ","QB27","11","99","275","190.6","34.3","178.0","0.0"
"179","10","","Parris Campbell","IND","WR65","7","122","247","184.0","25.4","184.0","+5.0"
"180","10","","Greg Zuerlein","DAL","K4","10","90","228","188.4","12.2","170.0","-10.0"
"181","10","","Minnesota (MIN)","","DST8","7","97","279","190.2","26.8","183.0","+2.0"
"182","10","","Hunter Renfrow","LV","WR66","6","81","293","187.9","30.5","203.0","+21.0"
"183","10","","Greg Olsen","SEA","TE23","6","91","294","192.0","37.6","200.0","+17.0"
"184","10","","Derek Carr","LV","QB28","6","96","289","197.0","35.5","201.0","+17.0"
"185","10","","Jamaal Williams","GB","RB56","5","115","321","187.3","33.4","165.0","-20.0"
"186","11","","Kansas City (KC)","","DST9","10","103","293","190.0","24.3","180.0","-6.0"
"187","11","","Denzel Mims","NYJ","WR67","11","93","339","187.0","38.0","199.0","+12.0"
"188","11","","Corey Davis","TEN","WR68","7","108","238","191.1","24.5","195.0","+7.0"
"189","11","","Larry Fitzgerald","ARI","WR69","8","105","239","191.9","22.6","190.0","+1.0"
"190","11","","James Washington","PIT","WR70","8","111","285","186.7","27.3","196.0","+6.0"
"191","11","","Carlos Hyde","SEA","RB57","6","104","359","192.8","44.5","193.0","+2.0"
"192","11","","Los Angeles (LAR)","","DST10","9","98","290","192.9","30.3","205.0","+13.0"
"193","11","","Antonio Gibson","WAS","RB58","8","96","361","187.4","50.0","194.0","+1.0"
"194","11","","Dede Westbrook","JAC","WR71","7","123","293","202.1","24.3","177.0","-17.0"
"195","11","","Damien Harris","NE","RB59","6","85","347","198.1","41.4","204.0","+9.0"
"196","11","","Tyrell Williams","LV","WR72","6","90","300","196.1","33.0","169.0","-27.0"
"197","11","","Irv Smith Jr.","MIN","TE24","7","142","291","199.5","35.6","210.0","+13.0"
"198","11","","Rashaad Penny","SEA","RB60","6","126","357","204.6","39.5","143.0","-55.0"
"199","11","","Anthony McFarland Jr.","PIT","RB61","8","130","368","196.4","47.7","240.0","+41.0"
"200","11","","Joshua Kelley","LAC","RB62","10","83","373","186.1","45.4","241.0","+41.0"
"201","11","","Malcolm Brown","LAR","RB63","9","130","331","204.8","36.4","221.0","+20.0"
"202","11","","Randall Cobb","HOU","WR73","8","110","261","201.4","25.4","227.0","+25.0"
"203","11","","Philadelphia (PHI)","","DST11","9","113","302","209.2","25.4","228.0","+25.0"
"204","11","","Matt Gay","TB","K5","13","100","324","212.5","20.9","225.0","+21.0"
"205","11","","Darrynton Evans","TEN","RB64","7","115","357","199.1","41.1","218.0","+13.0"
"206","11","","Denver (DEN)","","DST12","8","104","309","209.1","28.2","188.0","-18.0"
"207","11","","Robbie Gould","SF","K6","11","105","316","207.6","20.1","192.0","-15.0"
"208","11","","John Ross","CIN","WR74","9","125","247","199.1","27.6","168.0","-40.0"
"209","11","","Matt Prater","DET","K7","5","107","253","217.0","17.1","223.0","+14.0"
"210","11","","Los Angeles (LAC)","","DST13","10","78","352","206.8","37.1","175.0","-35.0"
"211","11","","Cole Beasley","BUF","WR75","11","142","267","212.9","22.1","243.0","+32.0"
"212","11","","Jace Sternberger","GB","TE25","5","119","325","208.4","40.6","258.0","+46.0"
"213","11","","O.J. Howard","TB","TE26","13","121","305","214.2","37.4","166.0","-47.0"
"214","11","","Tennessee (TEN)","","DST14","7","118","301","222.3","25.9","251.0","+37.0"
"215","11","","Giovani Bernard","CIN","RB65","9","167","295","218.3","31.5","252.0","+37.0"
"216","11","","Tee Higgins","CIN","WR76","9","112","359","214.7","35.1","206.0","-10.0"
"217","11","","Laviska Shenault Jr.","JAC","WR77","7","90","357","218.5","45.3","233.0","+16.0"
"218","11","","Kenny Stills","HOU","WR78","8","111","310","211.7","30.2","198.0","-20.0"
"219","11","","Benny Snell Jr.","PIT","RB66","8","149","313","221.1","34.3","253.0","+34.0"
"220","11","","Dawson Knox","BUF","TE27","11","139","273","216.9","29.5","229.0","+9.0"
"221","11","","Kyle Rudolph","MIN","TE28","7","127","333","219.6","37.4","213.0","-8.0"
"222","11","","Jake Elliott","PHI","K8","9","120","292","229.2","22.6","232.0","+10.0"
"223","11","","Ryquell Armstead","JAC","RB67","7","130","346","219.0","44.3","222.0","-1.0"
"224","11","","Ka'imi Fairbairn","HOU","K9","8","115","299","228.4","18.3","219.0","-5.0"
"225","11","","Zane Gonzalez","ARI","K10","8","112","332","226.6","25.0","212.0","-13.0"
"226","11","","Seattle (SEA)","","DST15","6","108","312","230.6","26.8","249.0","+23.0"
"227","11","","Michael Badgley","LAC","K11","10","110","302","232.9","23.9","246.0","+19.0"
"228","11","","Indianapolis (IND)","","DST16","7","101","304","231.9","38.1","214.0","-14.0"
"229","12","","Mohamed Sanu","NE","WR79","6","111","314","225.0","21.1","250.0","+21.0"
"230","12","","Green Bay (GB)","","DST17","5","126","307","236.9","24.2","185.0","-45.0"
"231","12","","Devin Funchess","GB","WR80","5","137","304","226.7","27.6","248.0","+17.0"
"232","12","","Josh Reynolds","LAR","WR81","9","148","371","235.5","37.3","257.0","+25.0"
"233","12","","Dwayne Haskins","WAS","QB29","8","121","338","245.6","36.7","259.0","+26.0"
"234","12","","New York (NYJ)","","DST18","11","156","311","234.1","32.5","244.0","+10.0"
"235","12","","Mason Crosby","GB","K12","5","127","302","238.9","20.7","230.0","-5.0"
"236","12","","Justice Hill","BAL","RB68","8","134","336","229.9","43.0","186.0","-50.0"
"237","12","","Will Dissly","SEA","TE29","6","136","340","234.4","40.6","202.0","-35.0"
"238","12","","Cleveland (CLE)","","DST19","9","128","308","246.5","31.4","267.0","+29.0"
"239","12","","Chris Thompson","JAC","RB69","7","158","326","238.0","43.9","208.0","-31.0"
"240","12","","Dan Bailey","MIN","K13","7","153","298","246.8","22.0","226.0","-14.0"
"241","12","","Gerald Everett","LAR","TE30","9","139","334","241.1","35.9","273.0","+32.0"
"242","12","","Tyrod Taylor","LAC","QB30","10","113","356","249.5","55.4","242.0","0.0"
"243","12","","Ryan Fitzpatrick","MIA","QB31","11","144","341","251.4","46.8","236.0","-7.0"
"244","12","","Steven Sims","WAS","WR82","8","109","356","229.5","51.1","296.0","+52.0"
"245","12","","Dallas (DAL)","","DST20","10","122","301","249.0","31.6","224.0","-21.0"
"246","12","","Danny Amendola","DET","WR83","5","168","314","241.5","24.7","274.0","+28.0"
"247","12","","Tampa Bay (TB)","","DST21","13","86","324","245.9","40.0","217.0","-30.0"
"248","12","","Brandon McManus","DEN","K14","8","117","309","252.3","25.0","263.0","+15.0"
"249","12","","Gus Edwards","BAL","RB70","8","144","368","231.5","48.4","247.0","-2.0"
"250","12","","Miles Boykin","BAL","WR84","8","150","311","240.6","33.6","277.0","+27.0"
"251","12","","Jalen Richard","LV","RB71","6","149","363","249.5","41.2","264.0","+13.0"
"252","12","","Younghoe Koo","ATL","K15","10","130","306","247.6","33.0","216.0","-36.0"
"253","12","","Ito Smith","ATL","RB72","10","146","351","241.9","39.6","265.0","+12.0"
"254","12","","Tre'Quan Smith","NO","WR85","6","146","345","239.9","29.0","260.0","+6.0"
"255","12","","Chris Conley","JAC","WR86","7","189","316","240.1","24.3","270.0","+15.0"
"256","12","","Royce Freeman","DEN","RB73","8","100","350","247.2","46.8","239.0","-17.0"
"257","12","","Rex Burkhead","NE","RB74","6","144","364","250.0","39.2","275.0","+18.0"
"258","12","","Jason Myers","SEA","K16","6","158","297","255.7","25.4","234.0","-24.0"
"259","12","","Jimmy Graham","CHI","TE31","11","163","319","254.7","25.8","261.0","+2.0"
"260","12","","Nick Foles","CHI","QB32","11","119","354","263.9","46.6","284.0","+24.0"
"261","12","","David Njoku","CLE","TE32","9","136","325","250.1","35.7","256.0","-5.0"
"262","12","","Andy Isabella","ARI","WR87","8","137","370","244.1","33.1","255.0","-7.0"
"263","12","","Russell Gage","ATL","WR88","10","147","345","246.9","46.4","306.0","+43.0"
"264","12","","Joey Slye","CAR","K17","13","131","349","264.1","29.5","266.0","+2.0"
"265","12","","Albert Wilson","MIA","WR89","11","181","309","251.9","25.1","268.0","+3.0"
"266","12","","Chris Boswell","PIT","K18","8","165","302","267.2","26.0","279.0","+13.0"
"267","12","","Chase Claypool","PIT","WR90","8","111","361","248.5","37.1","254.0","-13.0"
"268","12","","Jerick McKinnon","SF","RB75","11","130","361","259.9","48.2","289.0","+21.0"
"269","12","","KJ Hamler","DEN","WR91","8","182","360","256.1","37.6","269.0","0.0"
"270","12","","Jalen Hurd","SF","WR92","11","127","375","259.6","40.6","288.0","+18.0"
"271","12","","Jaylen Samuels","PIT","RB76","8","156","336","264.2","38.3","211.0","-60.0"
"272","12","","Dion Lewis","NYG","RB77","11","187","358","271.5","31.9","271.0","-1.0"
"273","12","","Houston (HOU)","","DST22","8","152","334","279.8","28.2","280.0","+7.0"
"274","12","","Josh Lambo","JAC","K19","7","174","353","278.9","30.5","290.0","+16.0"
"275","12","","Stephen Hauschka","BUF","K20","11","129","328","279.2","23.9","235.0","-40.0"
"276","12","","Austin Seibert","CLE","K21","9","182","308","282.0","22.7","262.0","-14.0"
"277","12","","Washington (WAS)","","DST23","8","191","332","285.7","32.5","",""
"278","12","","Tyler Eifert","JAC","TE33","7","170","341","266.4","32.3","",""
"279","13","","Devonta Freeman","FA","RB78","","85","383","242.2","61.5","245.0","-34.0"
"280","13","","Vance McDonald","PIT","TE34","8","180","347","280.0","30.4","282.0","+2.0"
"281","13","","Zach Pascal","IND","WR93","7","203","363","270.8","27.8","281.0","0.0"
"282","13","","Phillip Dorsett","SEA","WR94","6","205","333","270.0","26.3","287.0","+5.0"
"283","13","","Jacksonville (JAC)","","DST24","7","145","354","289.0","31.9","300.0","+17.0"
"284","13","","Adam Humphries","TEN","WR95","7","205","367","280.4","31.6","302.0","+18.0"
